Outlet acetone concentration;Steady-state PCO rate
umol/L;umol/min
0;0
0.163692912096906;0.0454199212909914
0.532001964314945;0.0665897669608179
0.900311016532984;0.07868428929994
3.27385824193812;0.0858225139138977
10.2308070060566;0.0868266666666667
18.4154526109019;0.0895866666666667
24.5539368145359;0.0907233333333333
